City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,ambalangoda,6.2355,80.0538,25.02,88,88,1.67,LK,1702166578
360,hawaiian paradise park,19.5933,-154.9731,26.73,80,20,3.6,US,1702166605
361,bayan,46.0833,127.4,-27.19,94,5,2.38,CN,1702166605
362,balneario camboriu,-26.9906,-48.6347,20.98,97,75,4.63,BR,1702166606
363,pedregulho,-20.2569,-47.4767,21.31,79,45,2.49,BR,1702166606
364,ostrov,57.3439,28.3537,-8.15,94,100,4.32,RU,1702166606
365,pimentel,-6.8367,-79.9342,22.16,73,0,8.75,PE,1702166606
366,taoudenni,22.6783,-3.9836,20.72,28,31,5.34,ML,1702166606
367,yendi,9.4427,-0.0099,26.12,16,18,2.11,GH,1702166607
368,okha,53.5739,142.9478,-12.29,94,100,14.57,RU,1702166607
369,puntarenas,9.9763,-84.8384,27.25,82,21,2.31,CR,1702166607
370,bandon,51.7469,-8.7425,6.77,91,52,4.77,IE,1702166607
371,bichura,50.5881,107.6022,-25.04,93,13,1.15,RU,1702166608
372,mimoso do sul,-21.0642,-41.3664,21.29,95,100,1.39,BR,1702166608
373,mount pearl,47.5166,-52.7813,1.64,87,75,9.26,CA,1702166559
374,happy valley-goose bay,53.3168,-60.3315,-7.83,62,20,4.63,CA,1702166608
375,tofol,5.3248,163.0078,28.88,79,100,7.72,FM,1702166608
376,ulanhot,46.0833,122.0833,-19.69,62,0,4.0,CN,1702166609
377,bac giang,21.2667,106.2,23.04,89,70,2.11,VN,1702166609
378,port alfred,-33.5906,26.891,13.99,95,100,3.14,ZA,1702166484
379,ibshaway,29.358,30.6814,14.85,53,57,1.94,EG,1702166609
380,fort bragg,35.139,-79.006,19.85,71,100,1.54,US,1702166609
381,el tigre,8.8875,-64.2454,24.93,74,41,5.12,VE,1702166610
382,rugaji,57.0,27.1333,-6.86,95,100,3.72,LV,1702166610
383,siwa oasis,29.2041,25.5195,15.18,42,100,2.33,EG,1702166610
384,bengkulu,-3.8004,102.2655,24.23,88,97,1.01,ID,1702166506
385,nova sintra,14.8667,-24.7167,22.55,72,21,5.85,CV,1702166610
386,kant,27.8,79.8,13.45,32,1,3.37,IN,1702166610
387,severnoye,56.3491,78.3619,-26.23,98,100,2.44,RU,1702166611
388,vetluga,57.8557,45.781,-23.85,94,45,3.04,RU,1702166611
389,khamis mushait,18.3064,42.7292,11.58,43,31,0.0,SA,1702166611
390,gebeit,21.0667,36.3167,21.06,87,20,2.25,SD,1702166611
391,holualoa,19.6228,-155.9522,25.28,72,0,1.34,US,1702166503
392,murudeshwara,14.0943,74.4845,26.02,76,54,2.45,IN,1702166612
393,newman,37.3138,-121.0208,15.08,42,40,1.34,US,1702166532
394,bembereke,10.2283,2.6634,21.72,17,3,1.93,BJ,1702166612
395,tuscaloosa,33.2098,-87.5692,21.88,68,0,4.63,US,1702166612
396,balikpapan,-1.2675,116.8289,26.55,83,20,2.57,ID,1702166613
397,blagodarnyy,45.0978,43.4364,3.15,88,100,7.11,RU,1702166613
398,montepuez,-13.1256,38.9997,21.75,93,25,2.51,MZ,1702166613
399,mount gambier,-37.8333,140.7667,15.55,56,91,6.09,AU,1702166321
400,znamenskoye,57.1281,73.8282,-26.64,99,100,1.23,RU,1702166613
401,kuybyshev,55.4475,78.3218,-27.47,96,100,2.67,RU,1702166614
402,totskoye,52.5248,52.7623,-16.73,74,100,4.59,RU,1702166614
403,fort irwin,35.2627,-116.6848,11.9,16,0,5.14,US,1702166614
404,dunedin,-45.8742,170.5036,15.45,51,34,4.02,NZ,1702166437
405,selfoss,63.9331,-20.9971,-5.53,65,13,3.43,IS,1702166614
406,padang,-0.9492,100.3543,24.03,90,100,0.92,ID,1702166615
407,rafsanjan,30.4067,55.9939,11.35,21,1,2.01,IR,1702166615
408,kirensk,57.7853,108.1119,-35.02,99,96,1.34,RU,1702166615
409,dickinson,29.4608,-95.0513,24.48,82,20,0.0,US,1702166515
410,bir el djir,35.72,-0.545,11.47,87,0,3.09,DZ,1702166615
411,mercedes,-34.6515,-59.4307,20.99,69,99,2.41,AR,1702166616
412,nizhniy odes,63.6445,54.856,-29.22,100,98,1.19,RU,1702166616
413,pskov,57.8136,28.3496,-8.05,86,100,4.02,RU,1702166616
414,carnarvon,-24.8667,113.6333,27.67,27,1,12.33,AU,1702166616
415,saint croix,17.7397,-64.7388,26.25,77,20,3.6,VI,1702166616
416,urcos,-13.6861,-71.6228,16.94,72,94,1.8,PE,1702166617
417,plettenberg bay,-34.0527,23.3716,13.44,88,16,0.72,ZA,1702166617
418,dauphin,51.1494,-100.0502,-5.92,79,20,5.66,CA,1702166617
419,puerto armuelles,8.2833,-82.8667,27.87,81,65,2.24,PA,1702166618
420,necochea,-38.5473,-58.7368,16.65,90,100,6.91,AR,1702166618
421,vriddhachalam,11.5,79.3333,23.39,96,14,3.42,IN,1702166618
422,abepura,-2.6333,140.5833,29.45,70,40,3.6,ID,1702166619
423,gwadar,25.1216,62.3254,23.49,27,2,1.74,PK,1702166619
424,tvoroyri,61.5556,-6.8111,6.78,71,100,12.17,FO,1702166619
425,devils lake,48.1128,-98.8651,-6.7,88,100,4.63,US,1702166619
426,alesund,62.4723,6.1549,3.2,75,0,2.06,NO,1702166470
427,port lincoln,-34.7333,135.8667,13.76,87,100,11.66,AU,1702166619
428,la ronge,55.1001,-105.2842,-9.86,85,0,1.54,CA,1702166597
429,selkirk,50.1436,-96.8845,-4.92,94,56,2.63,CA,1702166620
430,chernyshevskiy,63.0128,112.4714,-28.02,97,100,2.4,RU,1702166541
431,nar'yan-mar,67.6713,53.087,-27.16,92,7,2.68,RU,1702166620
432,donggang,28.9365,114.2259,15.87,84,96,1.34,CN,1702166620
433,nogliki,51.8333,143.1667,-14.25,88,99,6.71,RU,1702166621
434,quezon,7.7303,125.0989,26.18,75,12,1.8,PH,1702166621
435,zahedan,29.4963,60.8629,3.95,52,0,3.09,IR,1702166621
436,broken hill,-31.95,141.4333,29.73,32,57,6.58,AU,1702166621
437,ponta delgada,37.7333,-25.6667,19.4,100,75,9.77,PT,1702166621
438,qashyr,53.0675,76.1036,-24.01,90,57,1.48,KZ,1702166621
439,mccook,40.2019,-100.6257,1.03,36,0,4.63,US,1702166622
440,palmas,-10.2128,-48.3603,29.93,66,0,2.57,BR,1702166622
441,al hufuf,25.3646,49.5653,14.19,41,0,1.54,SA,1702166622
442,thinadhoo,0.5333,72.9333,28.36,75,99,2.22,MV,1702166622
443,katabu,-4.9333,122.5167,28.86,73,88,1.41,ID,1702166622
444,north battleford,52.7834,-108.2847,-4.95,68,0,0.0,CA,1702166623
445,kirakira,-10.4544,161.9205,25.67,88,100,1.45,SB,1702166623
446,spalt,49.1755,10.9245,7.55,87,100,8.93,DE,1702166623
447,morondava,-20.2833,44.2833,25.92,79,0,1.93,MG,1702166623
448,plouguerneau,48.6,-4.5,11.28,87,0,5.14,FR,1702166623
449,bam,29.106,58.357,12.78,23,50,1.73,IR,1702166623
450,mishelevka,52.8575,103.1719,-32.37,100,18,0.55,RU,1702166623
451,marsa alam,25.0757,34.8918,21.32,57,23,2.57,EG,1702166401
452,isla vista,34.4133,-119.861,22.22,37,0,2.57,US,1702166624
453,kolomna,55.0794,38.7783,-12.19,94,100,5.36,RU,1702166624
454,colac,-38.3333,143.5833,15.09,56,97,3.51,AU,1702166624
455,ondjiva,-17.0667,15.7333,25.02,65,0,3.09,AO,1702166624
456,hadibu,12.65,54.0333,24.65,75,85,5.5,YE,1702166624
457,sorong,-0.8833,131.25,28.58,73,100,1.91,ID,1702166625
458,mamit,23.9333,92.4833,13.84,99,81,0.66,IN,1702166625
459,menominee,45.1078,-87.6143,3.27,70,100,3.6,US,1702166625
460,santa cruz,-17.8,-63.1667,30.03,58,40,7.2,BO,1702166412
461,amalapuram,16.5833,82.0167,21.41,94,44,1.69,IN,1702166625
462,miramichi,47.0043,-65.4654,-2.63,79,31,1.95,CA,1702166625
463,dzhangala,49.2167,50.3333,-7.59,72,100,7.25,KZ,1702166626
464,dryden,49.7833,-92.7503,-7.84,86,100,3.09,CA,1702166573
465,mamuju,-2.6748,118.8885,28.46,73,72,0.33,ID,1702166626
466,horseheads,42.167,-76.8205,10.68,80,100,2.71,US,1702166399
467,khalkhal,37.6189,48.5258,4.59,78,82,4.51,IR,1702166626
468,suphan buri,14.4742,100.1222,24.25,83,22,1.64,TH,1702166626
469,moroto,2.5345,34.6666,22.95,54,88,1.77,UG,1702166627
470,bossangoa,6.4926,17.4552,23.37,40,28,1.34,CF,1702166406
471,cao bang,22.6667,106.25,20.76,94,94,0.75,VN,1702166627
472,argo,37.6333,22.7333,4.29,77,9,1.1,GR,1702166627
473,saudarkrokur,65.7461,-19.6394,-7.84,57,51,3.01,IS,1702166628
474,smithers,54.7804,-127.1743,-1.82,86,75,3.09,CA,1702166628
475,leh,34.1667,77.5833,-10.85,52,0,2.15,IN,1702166628
476,bosobolo,4.1833,19.9,23.42,74,54,0.41,CD,1702166628
477,ventspils,57.3894,21.5606,-4.04,93,100,2.57,LV,1702166415
478,porto novo,6.4965,2.6036,28.9,83,0,1.86,BJ,1702166543
479,serdar,38.9764,56.2757,6.27,53,100,5.68,TM,1702166629
480,puerto baquerizo moreno,-0.9,-89.6,23.96,87,33,4.54,EC,1702166629
481,kogalym,62.2654,74.4791,-34.37,98,13,4.11,RU,1702166629
482,sao jose da coroa grande,-8.8978,-35.1478,26.11,74,77,4.64,BR,1702166629
483,arno,60.1167,18.6333,-2.34,91,100,5.62,SE,1702166629
484,mugia,43.1041,-9.2179,17.73,97,100,7.9,ES,1702166629
485,tamanrasset,22.785,5.5228,11.95,24,0,1.54,DZ,1702166630
486,bitkine,11.9801,18.2138,22.02,14,98,2.64,TD,1702166630
487,pikeville,37.4793,-82.5188,18.77,72,100,3.6,US,1702166565
488,shalkar,47.8288,59.6258,-12.32,26,100,5.99,KZ,1702166630
489,chanika,-5.4167,38.0167,21.01,98,96,1.3,TZ,1702166630
490,sinop,41.7711,34.8709,6.4,90,100,4.87,TR,1702166630
491,flying fish cove,-10.4217,105.6791,25.82,78,40,4.63,CX,1702166631
492,fort mcmurray,56.7268,-111.381,-7.27,79,0,1.03,CA,1702166631
493,balqash,46.8481,74.995,-10.12,51,76,4.04,KZ,1702166631
494,la mira,18.035,-102.3266,26.22,77,15,1.8,MX,1702166631
495,anloga,5.7947,0.8973,27.96,81,0,3.68,GH,1702166631
496,greymouth,-42.4667,171.2,15.96,60,86,6.46,NZ,1702166631
497,san mariano,7.5,126.0,25.16,78,11,1.71,PH,1702166632
498,jati,24.3539,68.2671,19.7,72,1,1.53,PK,1702166632
499,tabou,4.423,-7.3528,26.97,83,3,3.0,CI,1702166632
500,kayangel,8.0823,134.7173,28.72,74,99,7.35,PW,1702166632
501,carmarthen,51.8555,-4.3054,10.5,81,100,9.77,GB,1702166632
502,tolga,34.7222,5.3785,14.45,57,48,5.17,DZ,1702166632
503,nantucket,41.2835,-70.0995,9.52,93,0,5.66,US,1702166581
504,jayapura,-2.5333,140.7,29.66,75,99,2.98,ID,1702166633
505,danielskuil,-28.1887,23.5395,13.34,75,8,2.86,ZA,1702166633
506,kavieng,-2.5744,150.7967,27.06,84,100,5.43,PG,1702166633
507,esquel,-42.9,-71.3167,11.76,64,56,3.66,AR,1702166633
508,ovruch,51.3246,28.8035,-4.21,97,100,2.49,UA,1702166634
509,santa maria da vitoria,-13.3947,-44.1886,29.04,35,90,1.45,BR,1702166634
510,balabac,7.9868,117.0645,28.06,80,91,6.06,PH,1702166634
511,charlottetown,46.2352,-63.1267,-2.71,85,0,3.09,CA,1702166634
512,punakha,27.5837,89.8598,10.76,77,81,0.97,BT,1702166634
513,atamyrat,37.8357,65.2106,7.27,61,47,2.73,TM,1702166635
514,dalandzadgad,43.5708,104.425,-6.83,37,100,1.82,MN,1702166635
515,haiku-pauwela,20.9219,-156.3051,27.01,69,40,9.26,US,1702166635
516,alfredo v. bonfil,21.0833,-86.85,27.82,78,75,2.68,MX,1702166577
517,chulucanas,-5.0925,-80.1625,28.54,53,57,6.25,PE,1702166635
518,novobureyskiy,49.798,129.8774,-31.6,98,69,2.05,RU,1702166636
519,santa marta,11.2408,-74.199,30.03,70,21,2.06,CO,1702166600
520,saipan,15.1355,145.701,29.39,74,20,7.2,MP,1702166636
521,atherton,53.5237,-2.4935,9.6,84,100,2.68,GB,1702166636
522,qurayyat,31.3318,37.3428,9.1,71,0,0.0,SA,1702166636
523,kilindoni,-7.9139,39.6668,27.09,78,48,2.86,TZ,1702166636
524,vernon,50.2581,-119.2691,1.83,93,100,4.63,CA,1702166405
525,nguigmi,14.2495,13.1092,21.32,27,98,4.42,NE,1702166637
526,darwin,-12.4611,130.8418,29.97,77,0,2.06,AU,1702166637
527,san fernando,15.0286,120.6898,27.85,75,4,2.08,PH,1702166637
528,rio verde de mato grosso,-18.9181,-54.8442,27.84,61,64,2.39,BR,1702166637
529,inirida,3.8653,-67.9239,24.47,94,92,1.19,CO,1702166638
530,jamaame,0.0697,42.745,25.5,78,59,2.86,SO,1702166638
531,dampit,-8.2116,112.7493,24.57,82,83,1.17,ID,1702166638
532,nacozari viejo,30.4,-109.65,13.96,19,6,3.48,MX,1702166639
533,ulsteinvik,62.3432,5.8487,3.2,64,81,3.13,NO,1702166634
534,kalamata,37.0389,22.1142,8.95,55,20,2.68,GR,1702166639
535,muroto-misakicho,33.2833,134.15,16.63,67,0,1.57,JP,1702166639
536,imbituba,-28.24,-48.6703,22.7,83,100,4.11,BR,1702166639
537,port macquarie,-31.4333,152.9167,28.27,64,7,4.88,AU,1702166640
538,chongju,39.6933,125.2103,-0.02,35,91,4.16,KP,1702166640
539,aoulef,26.9667,1.0833,15.03,25,12,4.52,DZ,1702166640
540,katsuura,35.1333,140.3,15.03,48,13,1.57,JP,1702166533
541,justo daract,-33.8594,-65.1828,21.4,61,46,7.06,AR,1702166640
542,tulnici,45.9167,26.6667,-3.7,91,7,1.63,RO,1702166641
543,luorong,24.4058,109.6086,20.66,91,82,0.5,CN,1702166641
544,northam,51.0333,-4.2167,12.03,84,4,10.87,GB,1702166641
545,rio gallegos,-51.6226,-69.2181,17.03,36,75,7.2,AR,1702166641
546,'ayn al 'arab,36.8932,38.3651,9.81,78,63,1.24,SY,1702166642
547,wladyslawowo,54.7909,18.4009,1.63,95,99,5.05,PL,1702166642
548,koryazhma,61.3143,47.1691,-21.16,98,7,1.73,RU,1702166642
549,tumpat,6.1978,102.171,24.99,94,20,1.03,MY,1702166642
550,hiratacho,35.4333,132.8167,10.01,100,75,1.54,JP,1702166643
551,nyurba,63.2842,118.3319,-25.33,97,100,2.93,RU,1702166643
552,kismayo,-0.3582,42.5454,26.83,75,29,4.7,SO,1702166643
553,onega,63.9061,38.1404,-18.09,89,93,5.32,RU,1702166644
554,guangming,45.3333,122.7833,-19.85,70,0,2.25,CN,1702166645
555,hangu,39.2489,117.7892,-1.98,38,100,5.34,CN,1702166645
556,plaza huincul,-38.926,-69.2086,23.97,10,1,3.58,AR,1702166646
557,alta,69.9689,23.2717,-10.41,73,40,7.72,NO,1702166391
558,pudasjarvi,65.3833,26.9167,-11.3,93,100,3.75,FI,1702166646
559,natal,-5.795,-35.2094,27.36,74,20,5.66,BR,1702166646
560,kamaishi,39.2667,141.8833,12.28,69,63,2.59,JP,1702166647
561,danjiangkou,32.5428,111.5086,6.94,73,100,5.8,CN,1702166647
562,uchiza,-8.4592,-76.4633,22.53,97,80,1.29,PE,1702166647
563,north bend,43.4065,-124.2243,12.26,66,100,3.09,US,1702166540
564,baise city,23.8997,106.6133,20.77,90,75,0.53,CN,1702166647
565,gamba,-2.65,10.0,26.07,86,90,2.69,GA,1702166648
566,sao joao da barra,-21.6403,-41.0511,24.05,83,100,3.2,BR,1702166506
